link,price,bedrooms,bathrooms,area,agency,coordinates,facilities,upload_date,stratum,parking_lots,floor,construction_age_min,construction_age_max,places,location,transportation,description
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-los-rosales-bogota/192398723,49400000,3,4,377,TOP LIVING INMOBILIARIA,"(4.654213425759753, -74.04737949371338)","['Salón Comunal', 'Shut de basura', 'Sobre vía principal', 'Terraza', 'Citófono', 'Ascensor', 'Trans. Público cercano', 'Caldera', 'Sauna / Turco / Jacuzzi', 'Closet', 'Chimenea', 'Cocina Equipada']",2025-05-16,6,5,1,1,8,"['Quebrada La Vieja', 'Masa 70 | restaurante', 'Harry Sasson', 'Carulla Rosales', 'Al Agua Patos', 'Artesano Rosales by Crepes & Waffles', 'Bicono Zona G', 'Hotel Rosales Plaza Bogotá', 'La Macheleria Steakhouse Zona G', 'Ramen Bar Tomodachi', 'La Cabrera Bogotá l Parrilla Argentina | Restaurante Zona G', 'El Bandido Bistro', 'Vitto Restaurante', 'Elcielo Restaurant Bogotá', 'Osaki Artisan', 'Bagatelle', 'Bistecca e Vino Da Trattoria de la Plaza (Zona G I Chapinero)', 'La Lupita Restorán', 'The Market Bogotá', 'Gauchos - Hamburguesas & Sánguches - Zona G']","['Bogotá', 'Chapinero', 'Cundinamarca']",[],"El apartamento cuenta con acabados lujosos y modernos, utilizando madera clara y paneles de vidrio. Tiene iluminación abundante gracias a sus ventanales de piso a techo, que ofrecen vistas hacia un entorno urbano con vegetación. La distribución es abierta, integrando sala, comedor y cocina. Las habitaciones tienen acceso a balcones, y los baños son amplios y bien iluminados, con acabados de mármol. Su estado general es excelente, con pisos de madera y paredes en perfecto estado. La decoración es elegante y sutil, aportando sofisticación al ambiente."
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-chico-reservado-bogota/192398744,16807808,3,5,350,TOP LIVING INMOBILIARIA,"(4.669419358921645, -74.04905319213867)","['Área Urbana', 'Vista panorámica', 'Piso en Madera', 'Citófono', 'Trans. Público cercano', 'Cerca centro comercial', 'Cocina Integral', 'Closet', 'Chimenea', 'Piso en Baldosa / Mármol', 'Zona Residencial', 'Terraza']",2025-05-16,6,3,2,31,100,"['Parque de la 93', 'Andrés D.C. Bogotá', 'Carulla Country', 'Parque El Virrey', ""Storia D'Amore zona T"", 'Osaka Bogotá', 'Astoria Rooftop | The Best Rooftop in Colombia', 'Cantina La 15 Bogotá - Bar y Restaurante Mexicano', 'Crepes & Waffles La Noventa', 'Crepes & Waffles Parque 93', ""Piazza by Storia D'Amore Calle 93 Bogotá"", 'Crepes & Waffles Calle 83-Zona T', ""McDonald's"", 'Godo Facts Food', 'Al Agua Patos', 'Les Amis Bizcocheria', 'Cacio & Pepe', 'Masa 81 | restaurante', 'The Click Clack Hotel Bogotá', 'Vista Corona Bogotá']","['Chapinero', 'Bogotá', 'Cundinamarca']",[],"Este apartamento contemporáneo cuenta con acabados modernos y materiales de buena calidad, predominando la madera. La iluminación natural es abundante gracias a grandes ventanas, y su distribución es abierta, especialmente en la sala de estar. Ofrece vista urbana con elementos de vegetación. El estado general es bueno, con paredes y techos bien mantenidos y sin indicios de desgaste estructural. El espacio se presenta limpio y ordenado."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192399405,700000,2,1,65,CASAMACC,"(4.555420374224981, -74.12029266357422)",[],2025-05-16,3,0,-1,-1,-1,"['Parque Marruecos', 'Parque Zarazota', 'Transmilenio Consuelo', 'Parque Marruecos 2r Sector', 'Supermercado MC VIVO (Molinos)', 'PROVIDENCIA ZARAZOTA', 'Supermercado El Rodeo', 'KR 9 - CL 48D Sur', 'Parque Chircales', 'Barrio Santa Rita Sur OrientalOla', 'AV. Caracas - KR 7', 'La Pachunita JP', 'Granero Santa Bárbara', 'CRESPES JJJ WAFFLES', 'AV. Caracas - KR 12A', 'Parque Publico Nueva Pensilvania Paradero Del SITP', 'Parque Marruecos II Sector', 'Skappe Gastro Bar', 'Cooratiendas Marruecos', 'Estación Molinos 4-1 Bochica']","['Bogotá', 'Rafael Uribe Uribe', 'Tunjuelito']","['Transmilenio Consuelo', 'KR 9 - CL 48D Sur', 'AV. Caracas - KR 7', 'AV. Caracas - KR 12A', 'Estación Molinos 4-1 Bochica']","El apartamento presenta un estilo arquitectónico sencillo y funcional, con acabados básicos y materiales como ladrillo y cerámica. La iluminación natural es moderada, permitida por ventanas de tamaño regular. Su distribución es compartimentada, con áreas definidas como cocina, baño y habitaciones, aunque no cuenta con un concepto abierto. Las vistas exteriores son urbanas, en un entorno densamente construido. El estado general muestra señales de desgaste y algunas áreas con humedad, mientras que la limpieza es variable en diferentes espacios."
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-los-rosales-bogota/192398828,11680000,1,2,145,TOP LIVING INMOBILIARIA,"(4.654213425759753, -74.04737949371338)","['Área Urbana', 'Vista panorámica', 'Piso en Madera', 'Amoblado', 'Cocina Integral', 'Chimenea', 'Balcón', 'Cocina Equipada']",2025-05-16,6,2,-1,31,100,"['Quebrada La Vieja', 'Masa 70 | restaurante', 'Harry Sasson', 'Carulla Rosales', 'Al Agua Patos', 'Artesano Rosales by Crepes & Waffles', 'Bicono Zona G', 'Hotel Rosales Plaza Bogotá', 'La Macheleria Steakhouse Zona G', 'Ramen Bar Tomodachi', 'La Cabrera Bogotá l Parrilla Argentina | Restaurante Zona G', 'El Bandido Bistro', 'Vitto Restaurante', 'Elcielo Restaurant Bogotá', 'Osaki Artisan', 'Bagatelle', 'Bistecca e Vino Da Trattoria de la Plaza (Zona G I Chapinero)', 'La Lupita Restorán', 'The Market Bogotá', 'Gauchos - Hamburguesas & Sánguches - Zona G']","['Bogotá', 'Chapinero', 'Cundinamarca']",[],"Este apartamento moderno ofrece acabados lujosos y un diseño de espacios abiertos, integrando la sala, el comedor y la cocina. Dispone de iluminación abundante gracias a sus grandes ventanas de piso a techo, lo que realza su atmósfera. La cocina cuenta con superficies de mármol pulido y pisos de madera clara. El entorno es urbano, con vistas de edificios circundantes. El estado general es nuevo, con paredes, pisos y techos en buen estado, manteniendo una decoración minimalista que incluye plantas y arte."
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-portales-del-norte-bogota/192398177,1274000,2,1,41,RV Inmobiliaria,"(4.759065607338365, -74.10044431686401)","['Trans. Público cercano', 'Ascensor', 'Calentador', 'Cerca centro comercial', 'Zona Residencial']",2025-05-16,3,0,-1,1,8,"['La Gran feria campesina', 'Raíces, Cultura y Cocina', 'Supermercado Alcosto', 'Parque Las Flores', 'Compartir Primera Etapa', 'J J Kumaru', 'Parque Imperial', 'Humedal La Conejera', 'Parque Dimonti - Capriani.', 'Rincón de Santa Inés', 'Parque fontanar', 'Jardín infantil Bosque Encantado', 'HAMBURGUESAS MANA - DON TELMO SUBA', 'COMPARTIR II', 'Parque Principal Compartir', 'Parque 11-206 URBANIZACIÓN LOS ALMENDROS DEL NORTE', 'Cooratiendas', 'Parque la Fontana', 'Hamburguesas donde el gordo', 'Restaurante Chino Li-Chien']","['Bogotá', 'Suba', 'Cundinamarca']",[],"El apartamento cuenta con acabados modernos en la cocina y baño, utilizando madera y cerámica. La iluminación natural es abundante gracias a ventanas de tamaño mediano, proporcionando una buena distribución de luz. La distribución es compartimentada, con una cocina integrada al área social mediante una barra y habitaciones dispuestas de manera tradicional. Ofrece vista urbana y natural con árboles cercanos. El estado general es nuevo, con paredes, techos y pisos en buen estado y sin desgaste notable. La decoración es mínima, permitiendo personalización según preferencias."
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-elisa-bogota/192398570,1589200,2,1,42,Inmobiliarias Aliadas,"(4.736612362543414, -74.08422231674194)","['Servicios independientes', 'Supermercados / C.Comerciales', 'Servicios Públicos', 'Shut de basura', 'Ventilación Natural', 'Colegios / Universidades', 'Cerca a sector comercial', 'Trans. Público cercano', 'Cocina Integral', 'Closet', 'Balcón', 'Bombas de gasolina']",2025-05-16,3,0,-1,1,8,"['Parque Mirador de los Nevados', 'SALCHIMONSTER SUBA - SALCHIPAPERIA', ""McDonald's Suba"", 'Olímpica Centro Suba', 'Parque Casa Blanca', 'La Salchipaperia D.C. Suba', 'Milkshake suba la campiña', 'KFC Suba', 'Parque Quintas De Provenza', 'La Campiña', 'Parque Central Suba', 'El Corral Suba', 'Oxxo Plaza Suba', 'Suba Transversal 91', ""Domino's Pizza Suba"", 'Algomerkar Ltda', 'Suba - Tv. 91', 'Parque urb. villa catalina 1 sector', 'Tiendas Ara', 'AV. Suba - KR 91']","['Bogotá', 'Suba', 'Cundinamarca']","['La Campiña', 'Suba Transversal 91', 'Suba - Tv. 91', 'AV. Suba - KR 91']","El apartamento cuenta con acabados modernos y una distribución eficiente que incluye una sala de estar contigua a una cocina abierta. La iluminación natural es abundante gracias a amplias ventanas, y el estado general es bien cuidado, con paredes y techos en buen estado. Las habitaciones son independientes y presentan armarios empotrados, mientras que el baño tiene azulejos sencillos. Desde las ventanas se puede disfrutar de una vista urbana, con algunas áreas verdes visibles. La decoración es minimalista, con mobiliario funcional y un estilo contemporáneo."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400020,4600000,3,2,124,SE GRUPO INMOBILIARIO,"(4.698696801692677, -74.03532028198242)","['Supermercados / C.Comerciales', 'Loft', 'Cuarto de servicio', 'Citófono', 'Ascensor', 'Trans. Público cercano', 'Calentador', 'Cocina Integral', 'Chimenea', 'Instalación de gas', 'Zona de lavandería', 'Parques cercanos']",2025-05-16,6,2,3,16,30,"['Parque El Country', 'Jumbo Santa Ana', 'Parque fundacional de Usaquén', 'Carulla Pepe Sierra', 'Éxito Unicentro', 'Bridados Muhai', 'BrewPub Rooftop', 'La Mar • Cebichería Peruana', 'Café Amarti', 'Bicono Usaquen', 'Wagco Fusion Urban Foods', 'Crepes & Waffles Usaquén', 'Carulla Bella Suiza', 'Abasto', 'Osaki Usaquén', 'Campo Dei Fiori - Restaurante Italiano', 'WOK Usaquén', 'Restaurante Cecilia', 'Cava Oculta de Alpina', 'Sushi Bushido Usaquén']","['Bogotá', 'Usaquén', 'Cundinamarca']",[],"Este apartamento de estilo contemporáneo cuenta con acabados sencillos y funcionales, con materiales como madera y laminado. La iluminación natural es moderada gracias a grandes ventanas que ofrecen vista urbana. Su distribución es compartimentada, con áreas bien definidas y espacios adecuados para mobiliario básico. La cocina, con gabinetes blancos, está bien aprovechada a pesar de su tamaño reducido. Las áreas comunes tienen un diseño abierto, destacando una chimenea. El estado general es bien cuidado, con paredes, techos y pisos en buen estado. El ambiente es limpio y neutral, sin decoración significativa."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400614,3100000,2,3,80,Inmobiliaria Patricia Valencia Rodriguiez,"(4.721194045364588, -74.03671503067017)",[],2025-05-16,4,1,7,9,15,"['Carulla Calle 140', 'Crepes & Waffles Torre 140', 'WOK Cedritos', ""McDonald's"", 'Jumbo Altos del Country', 'El Mexican', 'Parque Cedritos', 'PARQUE SOCIAL SAN ROOQUE', 'El Kiosco', 'Rogelio Red Tacos Cedritos', 'OXXO Cedro', 'Oda Restaurante', 'Oxxo Cedritos', 'Olímpica Cedritos', 'Kfc', 'Longo´s Cedritos', 'Toro Carnes Parrilla Restaurante', 'Archies - Cedritos', 'El Irish Pub - Cedritos', 'Pura Vida veggie and vegan']","['Usaquén', 'Bogotá', 'Cundinamarca']",[],"El apartamento presenta un estilo arquitectónico moderno con acabados lujosos y un diseño minimalista. Dispone de iluminación abundante gracias a sus grandes ventanales de piso a techo. La distribución es abierta, destacando la sala y el área de estudio, mientras que la cocina es parcialmente cerrada. Ofrece vistas exteriores en un entorno urbano, con edificios cercanos y montañas de fondo. Su estado general es impecable, con paredes y techos en buen estado y bien conservados. La decoración es escasa, lo que resalta los muebles necesarios y elementos decorativos naturales."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401489,2300000,3,3,60,Mi Fincaraíz,"(4.724358998375715, -74.05922412872314)","['Hall de Alcobas', 'Bahias de parqueo', 'Bahía exterior de parqueo', 'Piso en Madera', 'Baño Auxiliar', 'Estudio', 'Balcón', 'Garaje Cubierto', 'Instalación de gas', 'Bombas de gasolina', 'Baño compartido', 'Parques cercanos']",2025-05-16,4,1,-1,9,15,"['Centro Comercial Paseo San Rafael', ""McDonald's"", 'Parque Colina Campestre', 'Little Caesars Calle 134', 'Carulla Colina', 'Surtimayorista', 'Pescadería San Marino', 'El Corral Gourmet San Rafael', 'El Refugio Gourmet', 'Carulla San Rafael', 'La Güera', ""Pan Pa' Ya! Oficinas"", 'Supermercado Olímpica', 'Oxxo Calle 138', 'Al Agua Patos - Delivery & Takeout', 'Santa Helena de Baviera', 'Heros', 'Oh My Sandwich! Colina', 'Crepes & Waffles Centro Comercial Paseo San Rafael', 'Prado veraniego']","['Suba', 'Bogotá', 'Cundinamarca', 'San Rafael']",[],"Este apartamento presenta un diseño moderno con acabados contemporáneos, incluyendo pisos de madera laminada y encimeras de granito en la cocina. La iluminación natural es adecuada gracias a las ventanas de tamaño medio, creando espacios bien iluminados. La distribución es abierta en la sala y cocina, mientras que los dormitorios y baños son independientes. Ofrece vistas urbanas con edificios de ladrillo visibles. Su estado general es bien cuidado, con paredes y pisos limpios, sin signos significativos de desgaste. Los detalles decorativos son sencillos, como lámparas colgantes, sin elementos estructurales destacados."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402165,5303000,3,3,84,Century 21 Capital Real Estate,"(4.715313182180567, -74.01057958602905)","['Vista panorámica', 'Shut de basura', 'Citófono', 'Ascensor', 'Trans. Público cercano', 'Cerca centro comercial', 'Closet', 'Zona Infantil', 'Zona Comercial', 'Zona Residencial', 'Alarma', 'Cocina tipo Americano']",2025-05-16,4,2,4,1,8,"['Camino La Serranía', 'Nacimiento Quebrada Torca', 'Mirador cuchilla el chuscal']","['Usaquén', 'La Calera', 'Subestación Torca', 'Bogotá', 'Cundinamarca', 'Colombia', 'Unnamed Road']",[],"Este apartamento moderno cuenta con acabados lujosos, incluyendo pisos de madera clara y superficies de cuarzo o granito en la cocina. Tiene iluminación abundante gracias a grandes ventanas de suelo a techo, que proporcionan claridad en sus espacios de distribución abierta entre la sala y la cocina, mientras que las habitaciones ofrecen privacidad. El entorno exterior es urbano, con edificaciones cercanas y algunas áreas verdes. El estado general del apartamento es bien cuidado, con paredes, pisos y techos en buen estado. Además, el edificio cuenta con jardines bien mantenidos y un gimnasio moderno."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402211,3060000,1,1,39,Century 21 Capital Real Estate,"(4.698162162531342, -74.04087781906128)",[],2025-05-16,5,1,-1,9,15,"['Parque El Country', 'Jumbo Santa Ana', 'Carulla Pepe Sierra', 'Crepes & Waffles Avenida 19', 'Éxito Unicentro', 'Crepes & Waffles Arte-Sano 109', ""Piazza by Storia D'Amore Calle 122 Bogotá"", 'Yanuba Restaurante Santa Bárbara', 'Le Grand Mamma 116', 'Central Cevichería av. 19', 'Carulla Bella Suiza', 'Jacques', 'El Mexican 116', 'Casa de Corea', 'Carulla Calle 110', 'Veccina Avenida 19', 'La Biferia 109', 'Ovejo zona 118', 'Archies Pepe Sierra', 'Cabaret Restaurante Show']","['Bogotá', 'Usaquén', 'Cundinamarca']",[],"El apartamento está en un edificio contemporáneo con fachada de ladrillo y grandes ventanales. Presenta acabados sencillos pero modernos, con pisos de madera laminada y paredes en buen estado. La iluminación natural es abundante debido a las grandes ventanas. La cocina integrada tiene muebles de madera oscura y encimeras de granito, con una distribución abierta en la zona social. Las vistas exteriores son urbanas, aunque también se aprecian montañas a lo lejos. El estado general del apartamento es bien cuidado y limpio, al igual que las áreas comunes."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402215,5425000,2,3,71,Century 21 Capital Real Estate,"(4.689821738557271, -74.04458999633789)","['Salón Comunal', 'Vista panorámica', 'Sobre vía principal', 'Citófono', 'Ascensor', 'Trans. Público cercano', 'Calentador', 'Cerca centro comercial', 'Caldera', 'Zona de BBQ', 'Balcón', 'Zona Comercial']",2025-05-16,5,1,6,1,8,"['Jumbo Santa Ana', 'Masa 105 | restaurante', 'Carulla Pepe Sierra', 'Carulla Calle 102', 'Crepes & Waffles Arte-Sano 109', 'Al Agua Patos', 'D1', 'La Kasta 106', 'Restaurante Castellana 104', 'Coctel del Mar', 'Le Grand Mamma 116', 'Jacques', 'Brot Apice 97', 'Casa de Corea', 'El Mexican 116', 'Frisby La 104', 'Carulla Calle 110', 'La Biferia 109', 'Bagatelle', 'Café de la Montaña sede 108']","['Usaquén', 'Bogotá', 'Cundinamarca', 'Chapinero']",[],"El apartamento cuenta con un estilo moderno y acabados recientes, destacando el uso de madera y vidrio. La iluminación natural es abundante gracias a los grandes ventanales que permiten una excelente entrada de luz. La distribución es abierta en las áreas comunes, mientras que los dormitorios y baños son más compartimentados. Ofrece vistas hacia un entorno urbano con edificios y montañas a lo lejos. Su estado general es bueno, con pisos y paredes en buen estado y escaso desgaste. La decoración es minimalista, resaltando el orden y la limpieza. En la terraza, hay áreas de descanso con mobiliario exterior simple."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402249,6500000,2,3,104,LUIS FERNANDO HOYOS CRUZ,"(4.706438330770076, -74.04156446456909)","['Salón Comunal', 'Citófono', 'Ascensor', 'Calentador', 'Barra estilo americano', 'Baño Auxiliar', 'Cocina Integral', 'Oficina de negocios', 'Portería / Recepción', 'Instalación de gas', 'Parqueadero Visitantes', 'Parques cercanos']",2025-05-16,6,2,4,1,8,"['Parque El Country', 'Éxito Unicentro', ""Piazza by Storia D'Amore Calle 122 Bogotá"", 'Coctel del Mar', 'Yanuba Restaurante Santa Bárbara', 'Éxito Wow Unicentro Bogotá', 'Restaurante Media Res', 'Longos Calle 125', 'Giuseppe Verdi', 'Carulla Calle 127', 'El Altillo Cafe Sta Bárbara', 'El Pantera Taqueria | Calle 122', ""McDonald's"", 'Callejero Restaurante', 'Hache de Hamburguesa', 'Olimpica Unicentro', 'Paramarte', 'The Cheese Wheel Co Usaquén', 'Pizza Nostra Bogotá', 'Ko Asian Kitchen Unicentro']","['Bogotá', 'Usaquén', 'Cundinamarca']",[],"El apartamento cuenta con estilo moderno y acabados contemporáneos, con suelos de madera clara y encimeras de cocina en superficie blanca. Ofrece iluminación abundante gracias a grandes ventanas de piso a techo. Su distribución es mayormente abierta en sala y cocina, mientras que los dormitorios y baños son espacios compartimentados. Las ventanas ofrecen vistas a un entorno urbano con edificios y vegetación. El estado general del apartamento es nuevo, con paredes, pisos y techos en buen estado, presentando un diseño interior atractivo y minimalista."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400835,1100000,3,1,68,INVERSIONES VANMOR SAS,"(4.616785329402529, -74.17232751846313)","['Hall de Alcobas', 'Supermercados / C.Comerciales', 'Loft', 'Colegios / Universidades', 'Trans. Público cercano', 'Cocina Integral', 'Piso en Baldosa / Mármol', 'Instalación de gas', 'Zona de lavandería', 'Zona Residencial', 'Parques cercanos']",2025-05-16,3,0,1,31,100,"['Parque Zonal Gilma Jiménez', 'Parque Gilma Jiménez', 'Restaurante y Piqueteadero Don Jorge', 'Pastelería Roma', 'Norkafan', 'Supermercado La Sabana', 'Tienda D1', 'Parque Villa Anita', 'DLocos Salchipaperia', 'Tienda Ara', 'Pipe Broaster', 'Parque Casablanca 33', 'Parque Almenar', 'Restaurante Sephia', 'Cosita Rica merengones', 'Skate Park Las Margaritas', 'Sephia Pub Roma', 'La Barra JP - Kennedy Casablanca', 'ROMAN Y AROMA', 'Casa Blanca']","['Bosa', 'Kennedy', 'Bogotá', 'Cundinamarca']",[],"El apartamento presenta acabados básicos y un estilo arquitectónico modesto. La cocina cuenta con paneles de madera y baldosas de cerámica en el piso. La iluminación natural es limitada debido a las pequeñas ventanas con rejas. La distribución es compartimentada, con ambientes cerrados que incluyen una cocina básica, sala de estar y habitaciones separadas. Desde las ventanas se aprecia una vista urbana restringida. El estado general es habitable, con paredes y techos en buen estado, aunque los azulejos del baño tienen un diseño anticuado. No hay elementos decorativos destacados."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400183,2800000,2,2,75,IM AGENTE FINCARAIZ,"(4.722904832569597, -74.07312870025635)","['Canchas Deportivas', 'Salón Comunal', 'Salón de Juegos', 'Citófono', 'Ascensor', 'Calentador', 'Vigilancia', 'Cocina Integral', 'Sauna / Turco / Jacuzzi', 'Circuito cerrado de TV', 'Parqueadero Visitantes', 'Portería / Recepción']",2025-05-16,5,2,1,1,8,"['Parque Colina Campestre', 'Da Quei Matti Avenida Villas', 'Panoramia Park', 'Hamburguesas Del Rodeo Av. Boyacá', 'Shell', 'Oxxo Calatrava', 'Gimnasio Santana del Norte Bogotá', 'BBC PUB COLINA', 'Tiendas Ara Carrera 58', 'Carulla Express Mall 138', 'Parque Covadonga', ""Domino's Pizza Colina"", 'Ajiaco y Fríjoles Niza- Colina', 'Parque Colina Campestre', 'Asadero Mi Gran Llanerada', 'BOCA BOCA Restaurante Bar Karaoke', 'Forchetta Restaurante', 'AV. Boyacá - AV. Suba', 'La Burrada', 'Club de Tejo Restaurante la Veleñita']","['Bogotá', 'Suba', 'Cundinamarca']",['AV. Boyacá - AV. Suba'],"El apartamento cuenta con un diseño moderno y acabados de buena calidad, incluyendo suelos de madera laminada y cocina con encimeras de granito. La iluminación natural es abundante gracias a grandes ventanas, creando una atmósfera clara en la distribución abierta. Las áreas comunes son amplias y bien iluminadas, mientras que los cuartos ofrecen privacidad. Se sitúa en un entorno urbano con vistas a edificios y algunas áreas verdes. El estado general es bueno, con mantenimiento adecuado en paredes, pisos y techos, destacando un diseño simple y funcional."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400290,2700000,2,1,66,INMOBILIARIA PANAMERICANA Y CIA LTDA,"(4.701070594616394, -74.06171321868896)","['Restaurantes', 'Servicios independientes', 'Servicios Públicos', 'Cerca a sector comercial', 'Cerca de Zona Urbana', 'Cerca centro comercial', 'Closet', 'Chimenea', 'Portería / Recepción', 'Instalación de gas', 'Bombas de gasolina', 'Parques cercanos']",2025-05-16,5,1,-1,31,100,"['Carulla Alhambra', 'Estación Pepe Sierra', 'Hotel Lancaster House Suites', 'Seratta Gourmand Market 114', 'Reserva Distrital de Humedal Córdoba', 'Burger Music', 'Little Caesars Calle 127', 'Calle 127', 'Viva la Vida', 'Tiendas Ara Pasadena', 'Asadero De Carnes Mi Calido Ranchito', 'Herbívoro Cocina Vegana - Calle 115', 'Tienda D1 Batan Autopista Norte', 'Av. Suba - Calle 116', 'OMM GASTRO BAR JAPONÉS', 'Китайски ресторант ""Чънду""', 'Oxxo Batan', 'Parque Zonal Córdoba', 'Pepe Sierra', 'Buffalo Wings']","['Suba', 'Bogotá', 'Cundinamarca', 'Usaquén', 'DC']","['Estación Pepe Sierra', 'Calle 127', 'Av. Suba - Calle 116', 'Pepe Sierra']","El apartamento cuenta con un estilo contemporáneo y acabados sencillos. Los pisos son de madera laminada y cerámica en cocina y baños, con muebles funcionales en la cocina. La iluminación natural es abundante gracias a amplias ventanas. La distribución es abierta, conectando la sala y la cocina, mientras las habitaciones ofrecen privacidad al estar separadas. Tiene vista urbana con edificaciones y algo de vegetación. El estado general es bueno, con paredes y techos en buen estado y sin desgaste en los pisos. No hay decoraciones destacadas en el diseño."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400283,1100000,2,1,42,Metro Negocios Inmobiliarios,"(4.593108364473648, -74.16194200515747)","['Canchas Deportivas', 'Cancha de Squash', 'Piscina', 'Salón Comunal', 'Supermercados / C.Comerciales', 'Sobre vía principal', 'Piso en Baldosa / Mármol', 'Citófono', 'Ascensor', 'Trans. Público cercano', 'Circuito cerrado de TV', 'Balcón']",2025-05-16,3,0,18,1,8,"['Auto Servicio el Perdomo', 'Tienda Jumbo Autopista Sur', 'La Villa del Pollo', 'Little Caesars Pizza', 'Manolos Gourmet', 'Jumbo Autosur Cencosud', 'D1 Perdomo', 'Portal Sur', 'Tiendas ARA Villa del Río', 'Oxxo Bonavista', 'Supermercado Mercadeo', 'Olímpica Perdomo', 'Tiendas Ara Perdomo', 'Soberbio gastro bar', 'Supermercado Madelena 8', 'Perdomo', 'Supermercado Cooratiendas Cl58', 'El Corral Incocentro', 'OXXO Villa del Río', 'Parque Zonal Autopista Sur']","['Bogotá', 'Bosa', 'Cdad. Bolívar', 'Bogota']","['Portal Sur', 'Perdomo']","Este apartamento moderno cuenta con acabados lujosos y una distribución abierta que maximiza el uso del espacio. La cocina, con gabinetes de madera clara y mesón de acero inoxidable, refleja una estética contemporánea. La iluminación natural es abundante, gracias a grandes ventanas que ofrecen vista urbana en un entorno denso. Se encuentra en buen estado, con paredes y techos bien conservados y pisos de cerámica claros. La decoración es mínima y funcional, priorizando la practicidad."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400661,1300000,3,1,80,INMOBILIARIA PANAMERICANA Y CIA LTDA,"(4.58718365302686, -74.0987491607666)","['Sobre vía secundaria', 'Restaurantes', 'Supermercados / C.Comerciales', 'Cerca a sector comercial', 'Trans. Público cercano', 'Calentador', 'Cerca centro comercial', 'Closet', 'Instalación de gas', 'Bombas de gasolina', 'Baño compartido', 'Cómodas vias de acceso']",2025-05-16,3,0,-1,31,100,"['Éxito Restrepo', 'Hornitos Restrepo', 'Parque La Valvanera', 'Éxito', 'Parque Olaya', 'El Corral El Restrepo', 'Frisby Restrepo', 'KFC Restrepo', 'Parque La Fragüita', 'Supermercado Olímpica Restrepo', ""Domino's Pizza Restrepo"", 'Parque Central del Restrepo', 'Pescadero BenjamÍn Bohórquez', 'Tiendas D1 Restrepo', 'Kokoriko Restrepo', 'D1 La Fragüita', 'Verona Pizza', 'Parque Público San Antonio De Padua', 'Qbano Restrepo', 'Olímpica autogrande']","['Antonio Nariño', 'Bogotá']",[],"El apartamento tiene un estilo sencillo con acabados básicos y materiales de fácil mantenimiento como el terrazo y azulejo blanco. La iluminación natural es moderada, limitada por ventanas estándar. Cuenta con una distribución abierta en áreas sociales y compartimentada en habitaciones y baño. Ofrece vistas cerradas en un entorno urbano, sin amplitud visual. Su estado general es limpio, aunque hay desgaste en paredes y suelo."
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401901,4900000,2,2,64,Coninsa SAS,"(4.657870578971852, -74.05958890914917)",[],2025-05-16,4,0,-1,-1,-1,"['Parque de Lourdes', 'Coctel Del Mar', 'Masa 70 | restaurante', 'Harry Sasson', 'Carulla Quinta Camacho', 'Attic & Keller', 'Chichería Demente', 'Carulla Rosales', 'Bicono Zona G', 'WOK Calle 69', 'Crepes & Waffles Calle 73', 'Al Agua Patos', 'Ajisen Ramen', 'Artesano Rosales by Crepes & Waffles', 'Santa Juana Gastrobar', 'Casa Café Cultor', 'Tremé', 'La Salchipapería DC Chapinero', 'La Marimonda Del Mono Chapinero', 'El Mexican Calle 80']","['Barrios Unidos', 'Chapinero']",[],"El apartamento tiene acabados modernos con un estilo contemporáneo, utilizando madera y metal en su mobiliario. La iluminación natural es abundante gracias a grandes ventanales que ofrecen vista urbana. La distribución es abierta en la sala, con la cocina integrada, mientras que las habitaciones y el baño son cerrados pero mantienen conexión visual. Su estado general es bueno, con paredes y pisos en excelente conservación y sin desgaste visible. El entorno es urbano, y el diseño resalta la funcionalidad con detalles decorativos mínimos."
