link,price,bedrooms,bathrooms,area,agency,coordinates,facilities,upload_date,stratum,parking_lots,floor,construction_age_min,construction_age_max,description,places,location,transportation
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400230,1750000,3,2,50,PORTADA INVERSIONES FONTIBON,"(4.6448031196429955, -74.13994789123535)","['Salón Comunal', 'Vigilancia', 'En conjunto cerrado', 'Zona de lavandería', 'Zona Comercial', 'Cocina Integral', 'Colegios / Universidades', 'Parqueadero Visitantes', 'Trans. Público cercano', 'Supermercados / C.Comerciales', 'Calentador', 'Citófono']",2025-05-16,3,1,-1,1,8,"Apartamento moderno con acabados y materiales contemporáneos, predominando madera laminada. Iluminación natural adecuada en áreas comunes, aunque limitada en cocina y baño. Distribución abierta con espacios funcionales y semi-integrados. Vista urbana desde las ventanas, con edificios de altura media. Estado general bueno, con paredes y techos en buen estado, sin señales de desgaste. Diseño sencillo y moderno, enfocado en la funcionalidad.","['Mercado Zapatoca Castilla', 'Parque de Valladolid', 'Polideportivo Castilla', 'MilkShake', 'Coliseo Deportivo Castilla', 'Parque Villa Alsacia', 'Panadería Kuty', 'Septimo cielo', 'Mercado Zapatoca Senderos de Castilla', 'Cali Vea - Castilla', ""Domino's Pizza Castilla"", 'ASGARD BURGUER CASTILLA', 'KFC Castilla', 'Parque Condados De Castilla', 'La Poche Pescadería', 'Tiendas D1 Monterrey', 'Restaurante Saira', 'Mi Leña (Leños & Palos) - Castilla', 'Parrilla Gourmet Restaurant', 'Tiendas Ara Valladolid']","['Bogotá', 'Kennedy', 'Cundinamarca']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192401177,1700000,2,2,45,PORTADA INVERSIONES BOGOTA NORTE,"(4.7756163875451305, -74.04411792755127)","['Salón Comunal', 'Vigilancia', 'En conjunto cerrado', 'Zona de lavandería', 'Zona Comercial', 'Colegios / Universidades', 'Trans. Público cercano', 'Instalación de gas', 'Supermercados / C.Comerciales', 'Calentador', 'Citófono', 'Ascensor']",2025-05-16,4,0,5,0,1,"Apartamento contemporáneo con acabados modernos y una distribución abierta que conecta la cocina con la sala de estar. La cocina cuenta con gabinetes de madera oscura y electrodomésticos básicos. La iluminación natural es moderada gracias a ventanas de tamaño estándar. Situado en un entorno urbano, ofrece vista cerrada a otros edificios. Su estado general es bien cuidado, con paredes, pisos y techos en buen estado. La decoración es sencilla, pero la limpieza es evidente.","['Terminal del Norte Bogota', 'MAKRO SUPERMAYORISTA S.A - CUMARÁ', 'La Múnich', ""McDonald's Autonorte"", 'Auto Norte - CL 191', '338B02 Estación Terminal', 'El Corral Makro', 'Asaderos El Llanerazo Del Norte', 'Auto Norte - CL 191 Estación Terminal', 'Terminal', 'Auto Norte - CL 191 Terminal Norte', 'Auto Norte - CL 194', 'Terminal', 'Foody - Comida rica y saludable a domicilio', 'Auto Norte - CL 207', 'Parque de Los Novios Club Campestre El Rancho', '338A02 - Auto Norte - CL 191 Estación Terminal', 'Asadero El Chiguiro', 'Zona de Calistenia Parque Mirandela', 'Auto Norte - CL 193']","['Usaquén', 'Bogotá', 'Cundinamarca', 'Suba', 'La Caro']","['Terminal del Norte Bogota', 'Auto Norte - CL 191', '338B02 Estación Terminal', 'Auto Norte - CL 191 Estación Terminal', 'Terminal', 'Auto Norte - CL 191 Terminal Norte', 'Auto Norte - CL 194', 'Terminal', 'Auto Norte - CL 207', 'Auto Norte - CL 191 Estación Terminal', 'Auto Norte - CL 193']"
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-puente-largo-bogota/192399304,2100000,3,2,84,Organización Inmobiliaria Gestión y Proyectos SAS,"(4.692366647721528, -74.0658974647522)","['Vigilancia', 'En conjunto cerrado', 'Zona de lavandería', 'Cocina Integral', 'Colegios / Universidades', 'Alarma', 'Trans. Público cercano', 'Vista panorámica', 'Zona Residencial', 'Supermercados / C.Comerciales', 'Baño Auxiliar', 'Instalación de gas']",2025-05-16,4,1,-1,9,15,"El apartamento cuenta con acabados modernos y mobiliario sencillo, con pisos de madera laminada y techos de madera que le brindan un toque acogedor. La iluminación natural es limitada, gracias a ventanas de tamaño mediano que ofrecen vistas cerradas hacia un entorno urbano denso. La distribución es funcional, con una sala de estar abierta que conecta con habitaciones y una cocina separada. El estado general es bien cuidado, con paredes y pisos en buen estado de conservación. No presenta elementos decorativos destacados, además de armarios empotrados en las habitaciones.","['Los 3 Elefantes Pasadena', 'Olímpica calle 100', 'Mercado Zapatoca Andes', 'Suba Calle 95', 'Carulla Pasadena', 'Tiendas Ara Pasadena', 'Asadero De Carnes Mi Calido Ranchito', 'Herbívoro Cocina Vegana - Calle 115', 'Suba Calle 100', 'Av. Suba - Calle 116', 'Китайски ресторант ""Чънду""', 'Takami', 'Oxxo Calle 100', 'Buffalo Wings', 'Lalitos Burger', 'MERCADOS CÓNDOR', 'Vasconia Pastelería, Panadería, Restaurante', 'Di Martina Pizzería Artesanal', 'Chuys', 'Sr. Grill']","['Suba', 'Barrios Unidos', 'Bogotá', 'Cundinamarca']","['Suba Calle 95', 'Suba Calle 100', 'Av. Suba - Calle 116']"
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402195,4200000,3,2,80,Century 21 Capital Real Estate,"(4.6745948616022925, -74.04564142227173)",[],2025-05-16,6,2,2,16,30,"El apartamento ofrece acabados modernos en un estilo contemporáneo, con iluminación abundante gracias a grandes ventanales. Su distribución es principalmente abierta, integrando la cocina a la sala de estar, mientras que las habitaciones se encuentran separadas para mayor privacidad. Las ventanas brindan vista urbana y un entorno exterior que incluye un espacio tipo terraza con áreas verdes. El estado general es bueno, con paredes y techos en buen estado y sin signos de desgaste. La decoración es mínima y funcional, utilizando materiales como madera clara y muebles empotrados.","['Parque de la 93', 'Parque El Virrey', 'Cumbia House de Gaira', 'Crepes & Waffles Parque 93', 'Crepes & Waffles La Noventa', ""Piazza by Storia D'Amore Calle 93 Bogotá"", ""McDonald's"", 'Godo Facts Food', 'Al Agua Patos', 'Cacio & Pepe', 'The Click Clack Hotel Bogotá', 'Vista Corona Bogotá', 'Le Grand Chico 92 Bogotá', 'Salvio Curio Collection by Hilton, Parque 93 Bogotá', 'Restaurante Mambo Latín Nikkei', 'Hotel Chicó 97', 'Restaurante Pajares Salinas', 'El Mono Bandido La 93', 'B.O.G. Hotel', 'Hornitos Chicó']","['Bogotá', 'Chapinero', 'Cundinamarca']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192400039,2900000,3,2,93,Century 21 Premium,"(4.721450663714335, -74.04398918151855)","['Garaje Cubierto', 'Todos los Servicios', 'Depósito / Bodega', 'Parqueadero inteligente', 'En zona residencial', 'Citófono', 'Baño de Servicio']",2025-05-16,4,1,2,31,100,"El apartamento presenta un estilo arquitectónico sencillo y contemporáneo, con acabados modestos y modernos. La cocina utiliza cerámica blanca y madera en los muebles. La iluminación natural es moderada, gracias a ventanas de tamaño medio que permiten una luz razonable. La distribución es tradicional, con áreas definidas para sala, cocina cerrada, baño y habitaciones. Las vistas sugieren un entorno urbano, con edificios cercanos que limitan la amplitud visual. El estado general es moderado a bueno, con paredes y techos en condiciones aceptables y pisos de madera bien conservados, aunque sin acabados lujosos.","['Carulla Calle 140', 'Crepes & Waffles Torre 140', 'WOK Cedritos', 'Crepes & Waffles Cedritos', 'El Mexican', ""McDonald's"", 'Rogelio Red Tacos Cedritos', 'BBC PUB CEDRITOS', 'Oxxo Cedritos', 'Oda Restaurante', 'Restaurante Temático La Juguetería - Cedritos', 'Olímpica Cedritos', 'Kfc', 'Parque Nueva Autopista', 'Olímpica Contador Supermarket', 'Frisby Cra 19', 'Toro Carnes Parrilla Restaurante', 'El Corral Cedritos', 'Ajiaco & frijoles Cedritos', 'KFC Alcalá']","['Usaquén', 'Bogotá', 'Cundinamarca', 'Suba']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402370,1350000,1,1,52,Inmueble Express,"(4.614646521251081, -74.07136917114258)","['Cocina Integral', 'Parques cercanos', 'Circuito cerrado de TV', 'Colegios / Universidades', 'Trans. Público cercano', 'Zona Residencial', 'Supermercados / C.Comerciales', 'Planta Eléctrica', 'Citófono', 'Ascensor']",2025-05-16,3,0,2,16,30,"Este apartamento de estilo moderno cuenta con acabados sencillos y una decoración mínima que resalta su funcionalidad. La cocina tiene muebles de melamina y encimeras de granito, mientras que el baño presenta azulejos en gris claro y elementos en madera clara. La iluminación natural es moderada gracias a las grandes ventanas que permiten luz indirecta. Su distribución es compartimentada, con áreas de cocina y baño separadas. Desde las ventanas se disfruta de una vista urbana, con edificios visibles. El estado general es bien cuidado, con paredes y techos en buen estado, sin signos de desgaste.","['San Martín Centro Comercial', 'Hotel Ibis Bogotá Museo', 'Pastelería Florida', 'Transmilenio Calle 34', 'Parque Central Bavaria', 'La Cazuela de La 24', 'La Monferrina', 'Buffet King Bogotá San Martin', 'Éxito San Martín', 'Parque El Renacimiento', 'Parque de la Independencia - Bicentenario', 'Buffet King Bogotá Las Nieves', 'Restaurante Temático La Juguetería - Macarena', 'Wok Museo Nacional', 'Centro Memoria', 'Santa Fe Restaurante Bogotá', 'Longo´s Macarena', 'Museo Nacional', 'Compañía Casa del Rey', ""McDonald's""]","['Santa Fé', 'Los Mártires', 'Bogotá', 'Cundinamarca']","['Transmilenio Calle 34', 'Centro Memoria', 'Museo Nacional']"
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402155,4062492,1,1,40,Area M2,"(4.678102205327088, -74.04943943023682)","['Salón Comunal', 'Baño Independiente', 'Balcón', 'Cerca de Zona Urbana', 'Parques cercanos', 'Circuito cerrado de TV', 'Instalación de gas', 'Supermercados / C.Comerciales', 'Planta Eléctrica', 'Portería / Recepción', 'Acceso Pavimentado', 'Ascensor']",2025-05-16,6,1,5,1,8,"El apartamento tiene un estilo moderno con acabados lujosos y mobiliario funcional en tonos neutros. Predominan materiales como la madera en suelos y muebles, y vidrio en puertas y ventanas. La iluminación natural es abundante gracias a grandes ventanas que ofrecen vista urbana. La distribución es abierta, integrando sala y cocina, con un panel de madera que proporciona privacidad al dormitorio. El baño, compacto y funcional, cuenta con acabados modernos. En estado general, el apartamento está nuevo, con paredes, techos y pisos en buen estado, y una decoración mínima que aporta calidez.","['Parque de la 93', 'Parque El Virrey', 'Casa Dann Carlton Hotel & Spa', 'Cumbia House de Gaira', 'Crepes & Waffles Parque 93', 'Crepes & Waffles La Noventa', ""Piazza by Storia D'Amore Calle 93 Bogotá"", ""McDonald's"", 'Godo Facts Food', 'Al Agua Patos', 'Cacio & Pepe', 'Les Amis Bizcocheria', 'The Click Clack Hotel Bogotá', 'D1', 'Vista Corona Bogotá', 'Le Grand Chico 92 Bogotá', 'Salvio Curio Collection by Hilton, Parque 93 Bogotá', 'Restaurante Mambo Latín Nikkei', 'Hotel Chicó 97', 'Parque El Virrey']","['Bogotá', 'Chapinero', 'Cundinamarca']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402223,7606000,2,2,88,Century 21 Capital Real Estate,"(4.672541774201792, -74.05426740646362)","['Salón Comunal', 'Cerca centro comercial', 'Cocina tipo Americano', 'Gimnasio', 'Balcón', 'Zona de BBQ', 'Trans. Público cercano', 'Caldera', 'Vista panorámica', 'Zona Residencial', 'Citófono', 'Ascensor']",2025-05-16,5,1,8,0,1,"El apartamento cuenta con un estilo arquitectónico moderno y acabados lujosos que combinan concreto expuesto y madera clara. Dispone de iluminación abundante gracias a grandes ventanales de piso a techo, que ofrecen una vista panorámica del entorno urbano. Su distribución es abierta, especialmente en la sala de estar y cocina, mientras que los dormitorios y baños están compartimentados para mayor privacidad. El estado general es excelente, con paredes y techos en buen estado, complementado por una decoración sencilla en el exterior.","['Parque de la 93', 'Andrés D.C. Bogotá', 'Carulla Country', 'Parque El Virrey', 'Casa Dann Carlton Hotel & Spa', ""Storia D'Amore zona T"", 'Osaka Bogotá', 'Astoria Rooftop | The Best Rooftop in Colombia', 'Cantina La 15 Bogotá - Bar y Restaurante Mexicano', 'Crepes & Waffles La Noventa', 'Crepes & Waffles Parque 93', ""Piazza by Storia D'Amore Calle 93 Bogotá"", 'Estación Virrey', 'Crepes & Waffles Calle 83-Zona T', ""McDonald's"", 'Les Amis Bizcocheria', 'Al Agua Patos', 'Godo Facts Food', 'Cacio & Pepe', 'The Click Clack Hotel Bogotá']","['Bogotá', 'Chapinero', 'Cundinamarca', 'Barrios Unidos']",['Estación Virrey']
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402376,2100000,1,1,32,Luis Alvarez,"(4.617640850858026, -74.07199144363403)","['Salón Comunal', 'Loft', 'Gimnasio', 'Sala de internet', 'Amoblado', 'Colegios / Universidades', 'Caldera', 'Sobre vía principal', 'Supermercados / C.Comerciales', 'Salón de Juegos', 'Portería / Recepción', 'Ascensor']",2025-05-16,3,0,6,0,1,"Este apartamento moderno presenta acabados en madera clara y una decoración minimalista en tonos neutros. La iluminación natural es abundante gracias a sus amplias ventanas, creando un ambiente luminoso. La distribución es abierta, integrando las áreas de cocina, sala y zona de descanso, mientras que las habitaciones ofrecen privacidad. Disfruta de vistas panorámicas urbanas en un entorno despejado con algunas áreas verdes. En general, el apartamento está en buen estado, con paredes, pisos y techos bien mantenidos y una decoración sencilla con detalles como plantas y cuadros.","['San Martín Centro Comercial', 'Hotel Ibis Bogotá Museo', 'Transmilenio Calle 34', 'Parque Central Bavaria', 'La Cazuela de La 24', 'La Monferrina', 'Buffet King Bogotá San Martin', 'Éxito San Martín', 'Diosa Cervecería Teusaquillo', 'Parque El Renacimiento', 'Parque de la Independencia - Bicentenario', 'Restaurante Temático La Juguetería - Macarena', 'La Trocha, La Casa de la Paz', 'Centro Memoria', 'Wok Museo Nacional', 'Santa Fe Restaurante Bogotá', 'Longo´s Macarena', 'Museo Nacional', ""McDonald's"", 'Crepes & Waffles Centro Internacional']","['Bogotá', 'Santa Fé', 'Teusaquillo', 'Los Mártires', 'Cundinamarca']","['Transmilenio Calle 34', 'Centro Memoria', 'Museo Nacional']"
https://www.fincaraiz.com.co/apartamento-en-arriendo/192402754,4200000,1,2,60,LILIANA RODRIGUEZ,"(4.695638660155962, -74.03302431106567)","['Salón Comunal', 'Vigilancia', 'Cocina tipo Americano', 'Portería / Recepción', 'Cocina Integral', 'Circuito cerrado de TV', 'Barra estilo americano', 'Trans. Público cercano', 'Supermercados / C.Comerciales', 'Planta Eléctrica', 'Calentador', 'Ascensor']",2025-05-16,5,1,5,1,8,"Este apartamento de estilo moderno cuenta con acabados contemporáneos, suelos laminados y paredes en buen estado. La iluminación es abundante gracias a grandes ventanas que ofrecen vistas urbanas. La distribución es abierta, integrando sala, comedor y cocina compacta con electrodomésticos modernos. Las habitaciones privadas tienen acceso desde un espacio común y también disponen de grandes ventanales. El estado general es impecable, sin signos de desgaste y decoración sencilla pero elegante. El entorno es urbano, ofreciendo un ambiente sofisticado y funcional.","['Jumbo Santa Ana', 'Parque fundacional de Usaquén', 'Olímpica Santa Ana', 'Bridados Muhai', 'BrewPub Rooftop', 'La Mar • Cebichería Peruana', 'Café Amarti', 'Bicono Usaquen', 'Wagco Fusion Urban Foods', 'Crepes & Waffles Usaquén', 'Carulla Bella Suiza', 'Abasto', 'Osaki Usaquén', 'Campo Dei Fiori - Restaurante Italiano', 'WOK Usaquén', 'Restaurante Cecilia', 'Cava Oculta de Alpina', 'Sushi Bushido Usaquén', 'Andres Carne de Res · Plazoleta de Comidas', 'Carulla Calle 110']","['Usaquén', 'Bogotá', 'Cundinamarca']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-puente-aranda-bogota/192396456,1300000,2,1,48,Inmobiliarias Aliadas,"(4.629297227812837, -74.10673141479492)","['Restaurantes', 'Sobre vía secundaria', 'Shut de basura', 'Bombas de gasolina', 'Parques cercanos', 'Circuito cerrado de TV', 'Cerca a sector comercial', 'Piso en Baldosa / Mármol', 'Closet', 'Sobre vía principal', 'Baño Auxiliar', 'Cerca de Zona Urbana']",2025-05-15,3,0,-1,1,8,"Lo siento, no tengo información para resumir.","['AV. Américas - KR 53A', 'Restaurante Y Pescadería Viagra Marina Del Mar Del Pacífico', 'Distrito Grafiti', 'Restaurante Darius', 'Distrito Grafiti', 'Parque Puente Aranda', 'PALOS DE LEÑA PUENTE ARANDA ( Leños & palos)', 'Parque Público La Francia', 'Skatepark La Francia', 'D1 PRIMAVERA', 'La Diez Club', 'Estacion De Trasmilenio Americas Cr 53 A', 'Supermercado D1 Puente Aranda', 'Oxxo Torre Americas', 'El Corral ESSO Puente Aranda', 'Punta D´Anca', 'Meals de colom', 'OXXO El Ejido', 'Restaurante brasas llaneras Sector Américas', 'PPC Pollo Pizza Carne Planta De Producción']","['Puente Aranda', 'Bogotá']","['AV. Américas - KR 53A', 'Distrito Grafiti', 'Distrito Grafiti', 'Estacion De Trasmilenio Americas Cr 53 A']"
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-engativa-bogota/192396609,1065300,1,1,50,Houm,"(4.7144791648236755, -74.10456418991089)","['Servicios Públicos', 'Parques cercanos', 'Zonas Verdes', 'Colegios / Universidades', 'Trans. Público cercano', 'Supermercados / C.Comerciales', 'Alcantarillado', 'Acceso Pavimentado']",2025-05-15,3,0,5,31,100,"El apartamento tiene un estilo funcional con acabados básicos y mobiliario sencillo. Los pisos son de madera laminada y la cocina y baño tienen cerámica. Las paredes están en buen estado, pintadas de blanco. La iluminación natural es moderada, con ventanas de tamaño medio que ofrecen vista urbana hacia edificios cercanos. La distribución es abierta pero con áreas delimitadas, y las habitaciones incluyen un closet abierto. El baño tiene un diseño compacto y revestimientos claros. El estado general es limpio y habitable, con leves signos de uso.","['Plaza Distrital de Mercado Quirigua', 'Parque San Andrés Bochica', 'Tiendas Ara', 'PERRO MONO QUiRiGUA', 'Hornitos Quirigua', 'La Birria Del Gordo Taqueria', 'SAO Súper Almacén Olímpica - Portal 80', 'Estoy Dónde Elsa', 'Cl 80 - Kr 99}', 'KFC Quirigua', 'Casa Cleves', 'Cooratiendas Bochica III', 'Humedal Juan Amarillo', 'Bachué', 'Papa Johns Pizza', 'Asadero las gaviotas plus', 'Estación Trasmilenio Quirigua 80', 'La Brasa Roja - Quirigua', 'Chorizos El Chamo', 'Parque San Andres']","['Bogotá', 'Engativá']","['Cl 80 - Kr 99}', 'Estación Trasmilenio Quirigua 80']"
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-calatrava-bogota/192396648,4500000,3,2,170,DIANA CASTRO,"(4.733041160128072, -74.0804672241211)","['Vigilancia', 'Baño Independiente', 'Portería / Recepción', 'Circuito cerrado de TV', 'Parqueadero Visitantes', 'Piso en Baldosa / Mármol', 'Closet', 'Instalación de gas', 'Supermercados / C.Comerciales', 'Chimenea', 'Calentador', 'Citófono']",2025-05-15,6,1,2,9,15,"El apartamento, en estado general bien cuidado, cuenta con acabados modernos y una distribución abierta que integra las áreas de sala y comedor. La cocina presenta materiales en madera y negro, mientras que algunas paredes de ladrillo expuesto añaden un toque rústico. La iluminación natural es limitada debido a las ventanas de tamaño mediano, aunque la luz se distribuye uniformemente. Desde las ventanas, se aprecia un entorno natural, con abundante vegetación y un jardín cuidado. La decoración es minimalista, con superficies limpias y tonos neutros que complementan el estilo contemporáneo del hogar.","[""McDonald's Suba"", 'Olímpica Centro Suba', 'Parque Casa Blanca', 'La Salchipaperia D.C. Suba', 'KFC Suba', 'Milkshake suba la campiña', 'Parque Quintas De Provenza', 'Parque Central Suba', 'El Corral Suba', 'Oxxo Plaza Suba', 'Suba Transversal 91', 'Algomerkar Ltda', 'AV. Suba - KR 91', 'Parque Zonal Casablanca Norte', 'Papa Johns Pizza', 'AV. Suba - KR 83', '21 Ángeles', 'D1 SUBA Rincon', 'Ara Provenza', 'Frutería Mickey Mouse']","['Suba', 'Bogotá', 'Cundinamarca', 'Centro Comercial']","['Suba Transversal 91', 'AV. Suba - KR 91', 'AV. Suba - KR 83', '21 Ángeles']"
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-engativa-bogota/192396678,690000,1,1,35,MI PLACE INMOBILIARIA SAS,"(4.684988524199483, -74.10495042800903)",[],2025-05-15,3,0,1,1,8,"Apartamento con diseño funcional, acabados básicos y pisos de cerámica. La iluminación natural es limitada, con ventanas medianas en áreas comunes. Su distribución es abierta, integrando cocina y sala/comedor. Se encuentra en un entorno cerrado, sin vistas destacadas. El estado general es limpio, aunque presenta desgaste leve en paredes y pisos.","['Parque Villa Luz', 'Mercado Zapatoca Villa Luz', 'Ozzy Company', 'Restaurante Piqueteadero El Zoologico', 'La Birria del Gordo', 'Hostel Mandala', 'Parque Público Barrio Santa Helenita', 'mora mora', 'KFC Santa Helenita', 'Parque Público La Europa', 'Parque La Clarita', 'Tiendas Ara Boyacá Real', 'Pincho el original', 'Parque El Encanto', 'Tienda D1 Villa Luz', 'Surtimax Tabora', 'Tienda D1 El Real', 'Parque Público La Consolación', 'OXXO Villa Luz 77', 'Parque San Marcos Segundo Sector']","['Engativá', 'Zona 6', 'Santa Helenita']",[]
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-bogota-dc-bogota/192397646,2000000,3,2,88,Margarita Sanchez,"(4.628612821990376, -74.13745880126953)","['Salón Comunal', 'Portería / Recepción', 'Cocina Integral', 'Colegios / Universidades', 'Trans. Público cercano', 'Sobre vía principal', 'Canchas Deportivas', 'Supermercados / C.Comerciales', 'Salón de Juegos', 'Calentador', 'Citófono', 'Ascensor']",2025-05-15,4,1,4,9,15,"Este apartamento cuenta con un diseño funcional y acabados modernos, con pisos de madera laminada y cerámica en zonas comunes. La cocina está equipada con cerámica blanca y mobiliario en madera pintada. La iluminación natural es adecuada, gracias a grandes ventanales. La distribución es compartimentada, con áreas separadas como cocina cerrada, sala de estar y baños. Ofrece vista urbana, con espacios verdes visibles. Su estado general es bien cuidado, con superficies limpias y sin desgaste evidente. La decoración es mínima, priorizando la funcionalidad básica.","['Banderas', 'Estación Marsella', 'Techo Kennedy', 'CATRINA TAQUERÍA', 'Los Tres Elefantes', 'Av Américas -Av. Boyacá', ""Domino's Pizza Castilla"", ""Domino's Pizza Mundo Aventura"", 'Plazuelas de San Esteban', 'La barca del sabor - Sede Kennedy Mandalay', 'TIENDAS D1 Nueva marsella', 'Rogelio Redtacos', 'Parque El Triangulo', 'Mandalay', 'XL Gourmet - Castilla', 'Cancha Super 1', 'TIENDAS D1 AMERICAS LOS ANDES', 'Maemuki Restaurante sushi y wok', 'Tiendas D1', 'MER-CAST “Unimercas”']","['Kennedy', 'Bogotá', 'Cundinamarca']","['Banderas', 'Estación Marsella', 'Av Américas -Av. Boyacá', 'Mandalay']"
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-ciudad-salitre-bogota/192397662,1000000,1,1,75,Ronald Gonzalez,"(4.647219869343705, -74.10733222961426)","['Salón Comunal', 'Portería / Recepción', 'Circuito cerrado de TV', 'Amoblado', 'Sauna / Turco / Jacuzzi', 'Salón de Juegos', 'Piso en Baldosa / Mármol', 'Canchas Deportivas', 'Cancha de Tennis', 'Calentador', 'Ascensor']",2025-05-15,5,0,-1,1,8,"El apartamento cuenta con un estilo contemporáneo y acabados modernos, destacando el mobiliario de madera de caoba y el piso laminado. La iluminación natural es abundante gracias a grandes ventanales, optimizando la distribución abierta de la sala y comedor. La habitación y el baño son espacios cerrados, con este último presentando acabados en tonos claros. Ofrece vista urbana desde la sala, y una vista más despejada desde la habitación. Su estado general es bueno, con paredes y techos en buen estado, así como una adecuada conservación y limpieza.","[""McDonald's Ciudad Salitre"", 'Éxito Plaza Salitre', 'Éxito Gran Estacion', ""McDonald's Salitre Plaza"", 'Parque Sauzalito', 'Ushin Japanese & Grill', 'C.c Gran Estación', 'Tienda Ara Ciudad Salitre', 'BBC PUB SALITRE', 'Central Cevicheria Salitre', 'Carulla Plaza Claro', 'Hornitos Ciudad Empresarial', 'Di Lucca Salitre', 'Plaza de los Alfiles', 'Hornitos Altagracia', 'Restaurante Bellini Salitre', 'Burger Depot Salitre', 'Dejamu', 'Ka Restaurante', 'Leños & Carbón Gran Estación']","['Bogotá', 'Fontibón', 'Teusaquillo', 'Cundinamarca']",['C.c Gran Estación']
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-rafael-bogota/192396240,1350000,2,1,60,Rafael Angel H y Cia SAS.,"(4.6189241311066755, -74.11233186721802)","['Zona de lavandería', 'Cocina Integral', 'Trans. Público cercano', 'Zona Residencial', 'Calentador', 'Instalación de gas']",2025-05-15,3,0,-1,9,15,"El apartamento cuenta con un estilo sencillo y funcional, con acabados básicos en cerámica y madera. Tiene iluminación abundante gracias a las amplias ventanas que ofrecen vista urbana y áreas verdes. Su distribución es tradicional, con ambientes separados, incluyendo una cocina funcional y un baño con cerámica sencilla. Aunque el estado general es aceptable, se nota cierto desgaste en paredes y pisos, pero no hay signos de deterioro significativo.","['Hornitos Galán', 'Parque Champions', 'Mercado Zapatoca Primavera', 'Don Pascual Gallina Dorada a la Brasa', 'AV. Américas - KR 53A', 'Albondigas el Paisa', 'ASADERO LOS TRONQUITOS', 'Primavera Occidental', 'Tv 42 - Cl 5B', 'Asadero Restaurante Los Torres - Horno Y Parrilla', 'Ara Trinidad - Puente Aranda', 'Kabro Loco', 'Distrito Grafiti', 'Ara Franquicia Galan', 'Parque Público La Francia', 'Parque Público Urbanizacion Gorgonzola', 'Rembrandt Bar', 'Varcino', 'D1 PRIMAVERA']","['Puente Aranda', 'Bogotá', 'Cundinamarca', 'Colombia']","['AV. Américas - KR 53A', 'Tv 42 - Cl 5B', 'Distrito Grafiti']"
https://www.fincaraiz.com.co/apartamento-en-arriendo-en-ciudad-salitre-bogota/192396252,4200000,3,3,100,Inmobiliaria A.J.M. y Cia LTDA,"(4.75485300665554, -74.08214092254639)","['Salón Comunal', 'Loft', 'Balcón', 'Cancha de Squash', 'Bombas de gasolina', 'Parques cercanos', 'Servicios independientes', 'Barra estilo americano', 'Cerca a sector comercial', 'Portería / Vigilancia', 'Instalación de gas', 'Ascensor']",2025-05-15,4,2,-1,16,30,"El apartamento está en un edificio de estilo contemporáneo con acabados sencillos en madera, que aportan calidez. La iluminación natural es abundante gracias a ventanas grandes, y su distribución es abierta en la sala y comedor, mientras que las habitaciones ofrecen privacidad. Desde las ventanas se aprecia una vista urbana con áreas verdes. El estado general es bien cuidado y las paredes y pisos se mantienen en buen estado. Las áreas comunes del edificio, como el gimnasio y el salón social, están adecuadamente mantenidas.","['Canchas Niko', 'Olimpica', 'Parque Campanella', 'Tiendas Ara Suba Salitre', 'Pizzeria EL TIO suba', 'Tienda D1 Suba Salitre', 'Carnes Del Llano', 'Parque Pinar de Suba', 'Parque Villa Hermosa', ""ALITAS PA'YA & MEXICAN FOOD"", 'Centro Comercial Ara', 'Parque El Pinar', 'Tienda Ara Turinga', 'Parque pinar 2', 'Super Arepas Parrilla', 'Futbol 5 suba conejera', 'Parque El Pinar', 'Los Fuertes Pizzas & pastas', 'Kr 92 - Cl 170', 'Supermercado Monterredondo']","['Bogotá', 'Cundinamarca', 'Suba']",['Kr 92 - Cl 170']
